form	wsafter	testid	anas	lemma	xpostag
bajnok	" "	.	[{"lemma": "bajnok", "tag": "[/N][Nom]", "morphana": "bajnok[/N]=bajnok+[Nom]=", "readable": "bajnok[/N] + [Nom]", "twolevel": "b:b a:a j:j n:n o:o k:k :[/N] :[Nom]"}]	bajnok	[/N][Nom]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
vívás	" "	.	[{"lemma": "vívás", "tag": "[/N][Nom]", "morphana": "vív[/V]=vív+ás[_Ger/N]=ás+[Nom]=", "readable": "vív[/V] + ás[_Ger/N] + [Nom]", "twolevel": "v:v í:í v:v :[/V] á:á s:s :[_Ger/N] :[Nom]"}, {"lemma": "vívás", "tag": "[/N][Nom]", "morphana": "vívás[/N]=vívás+[Nom]=", "readable": "vívás[/N] + [Nom]", "twolevel": "v:v í:í v:v á:á s:s :[/N] :[Nom]"}]	vívás	[/N][Nom]
közben	" "	.	[{"lemma": "köz", "tag": "[/N][Ine]", "morphana": "köz[/N]=köz+ben[Ine]=ben", "readable": "köz[/N] + ben[Ine]", "twolevel": "k:k ö:ö z:z :[/N] b:b e:e n:n :[Ine]"}, {"lemma": "közben", "tag": "[/Adv]", "morphana": "közben[/Adv]=közben", "readable": "közben[/Adv]", "twolevel": "k:k ö:ö z:z b:b e:e n:n :[/Adv]"}, {"lemma": "közben", "tag": "[/Post]", "morphana": "közben[/Post]=közben", "readable": "közben[/Post]", "twolevel": "k:k ö:ö z:z b:b e:e n:n :[/Post]"}]	közben	[/Post]
lábizomhúzódást	" "	.	[{"lemma": "lábizomhúzódás", "tag": "[/N][Acc]", "morphana": "láb[/N]=láb+izom[/N]=izom+húzódás[/N]=húzódás+t[Acc]=t", "readable": "láb[/N] + izom[/N] + húzódás[/N] + t[Acc]", "twolevel": "l:l á:á b:b :[/N] i:i z:z o:o m:m :[/N] h:h ú:ú z:z ó:ó d:d á:á s:s :[/N] t:t :[Acc]"}]	lábizomhúzódás	[/N][Acc]
szenvedett	""	.	[{"lemma": "szenved", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "szenved[/V]=szenved+ett[Pst.NDef.3Sg]=ett", "readable": "szenved[/V] + ett[Pst.NDef.3Sg]", "twolevel": "s:s z:z e:e n:n v:v e:e d:d :[/V] e:e t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "szenvedett", "tag": "[/Adj][Nom]", "morphana": "szenved[/V]=szenved+ett[_PerfPtcp/Adj]=ett+[Nom]=", "readable": "szenved[/V] + ett[_PerfPtcp/Adj] + [Nom]", "twolevel": "s:s z:z e:e n:n v:v e:e d:d :[/V] e:e t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	szenved	[/V][Pst.NDef.3Sg]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]
bár	" "	.	[{"lemma": "bár", "tag": "[/Cnj]", "morphana": "bár[/Cnj]=bár", "readable": "bár[/Cnj]", "twolevel": "b:b á:á r:r :[/Cnj]"}, {"lemma": "bár", "tag": "[/N][Nom]", "morphana": "bár[/N]=bár+[Nom]=", "readable": "bár[/N] + [Nom]", "twolevel": "b:b á:á r:r :[/N] :[Nom]"}]	bár	[/Cnj]
ezt	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Acc]", "morphana": "ez[/Det|Pro]=ez+t[Acc]=t", "readable": "ez[/Det|Pro] + t[Acc]", "twolevel": "e:e z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "ez", "tag": "[/N|Pro][Acc]", "morphana": "ez[/N|Pro]=ez+t[Acc]=t", "readable": "ez[/N|Pro] + t[Acc]", "twolevel": "e:e z:z :[/N|Pro] t:t :[Acc]"}]	ez	[/Det|Pro][Acc]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
számot	" "	.	[{"lemma": "szám", "tag": "[/N][Acc]", "morphana": "szám[/N]=szám+ot[Acc]=ot", "readable": "szám[/N] + ot[Acc]", "twolevel": "s:s z:z á:á m:m :[/N] o:o t:t :[Acc]"}]	szám	[/N][Acc]
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]
folytatni	" "	.	[{"lemma": "folytat", "tag": "[/V][Inf]", "morphana": "folytat[/V]=folytat+ni[Inf]=ni", "readable": "folytat[/V] + ni[Inf]", "twolevel": "f:f o:o l:l y:y t:t a:a t:t :[/V] n:n i:i :[Inf]"}]	folytat	[/V][Inf]
tudta	""	.	[{"lemma": "tudta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "tud[/V]=tud+ta[_Ger:tA/N]=t+a[Poss.3Sg]=a+[Nom]=", "readable": "tud[/V] + ta[_Ger:tA/N]=t + a[Poss.3Sg] + [Nom]", "twolevel": "t:t u:u d:d :[/V] t:t :a :[_Ger:tA/N] a:a :[Poss.3Sg] :[Nom]"}, {"lemma": "tud", "tag": "[/V][Pst.Def.3Sg]", "morphana": "tud[/V]=tud+ta[Pst.Def.3Sg]=ta", "readable": "tud[/V] + ta[Pst.Def.3Sg]", "twolevel": "t:t u:u d:d :[/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "tudta", "tag": "[/Adj][Nom]", "morphana": "tud[/V]=tud+ta[_PerfPtcp_Subj=tA/Adj]=ta+[Nom]=", "readable": "tud[/V] + ta[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "t:t u:u d:d :[/V] t:t a:a :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}, {"lemma": "tudta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "tudta[/N]=tudt+a[Poss.3Sg]=a+[Nom]=", "readable": "tudta[/N]=tudt + a[Poss.3Sg] + [Nom]", "twolevel": "t:t u:u d:d t:t :a :[/N] a:a :[Poss.3Sg] :[Nom]"}]	tud	[/V][Pst.Def.3Sg]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
úszást	" "	.	[{"lemma": "úszás", "tag": "[/N][Acc]", "morphana": "úszik[/V]=úsz+ás[_Ger/N]=ás+t[Acc]=t", "readable": "úszik[/V]=úsz + ás[_Ger/N] + t[Acc]", "twolevel": "ú:ú s:s z:z :i :k :[/V] á:á s:s :[_Ger/N] t:t :[Acc]"}, {"lemma": "úszás", "tag": "[/N][Acc]", "morphana": "úszás[/N]=úszás+t[Acc]=t", "readable": "úszás[/N] + t[Acc]", "twolevel": "ú:ú s:s z:z á:á s:s :[/N] t:t :[Acc]"}]	úszás	[/N][Acc]
el	" "	p1	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]	el	[/Prev]
sem	" "	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Adv]
kezdhette	" "	v1	[{"lemma": "kezd", "tag": "[/V][_Mod/V][Pst.Def.3Sg]", "morphana": "kezd[/V]=kezd+het[_Mod/V]=het+te[Pst.Def.3Sg]=te", "readable": "kezd[/V] + het[_Mod/V] + te[Pst.Def.3Sg]", "twolevel": "k:k e:e z:z d:d :[/V] h:h e:e t:t :[_Mod/V] t:t e:e :[Pst.Def.3Sg]"}]	kezd	[/V][_Mod/V][Pst.Def.3Sg]
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

A	" "	.	[{"lemma": "A", "tag": "[/N][Nom]", "morphana": "A[/N|Unit|Abbr]=A+[Nom]=", "readable": "A[/N|Unit|Abbr] + [Nom]", "twolevel": "A:A :[/N|Unit|Abbr] :[Nom]"}, {"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
benyújtandó	" "	.	[{"lemma": "benyújtandó", "tag": "[/Adj][Nom]", "morphana": "be[/Prev]=be+nyújt[/V]=nyújt+andó[_FutPtcp/Adj]=andó+[Nom]=", "readable": "be[/Prev] + nyújt[/V] + andó[_FutPtcp/Adj] + [Nom]", "twolevel": "b:b e:e :[/Prev] n:n y:y ú:ú j:j t:t :[/V] a:a n:n d:d ó:ó :[_FutPtcp/Adj] :[Nom]"}]	benyújtandó	[/Adj][Nom]
előterjesztés	" "	.	[{"lemma": "előterjesztés", "tag": "[/N][Nom]", "morphana": "elő[/Adj]=elő+terjeszt[/V]=terjeszt+és[_Ger/N]=és+[Nom]=", "readable": "elő[/Adj] + terjeszt[/V] + és[_Ger/N] + [Nom]", "twolevel": "e:e l:l ő:ő :[/Adj] t:t e:e r:r j:j e:e s:s z:z t:t :[/V] é:é s:s :[_Ger/N] :[Nom]"}, {"lemma": "előterjesztés", "tag": "[/N][Nom]", "morphana": "elő[/Adj]=elő+terjesztés[/N]=terjesztés+[Nom]=", "readable": "elő[/Adj] + terjesztés[/N] + [Nom]", "twolevel": "e:e l:l ő:ő :[/Adj] t:t e:e r:r j:j e:e s:s z:z t:t é:é s:s :[/N] :[Nom]"}, {"lemma": "előterjesztés", "tag": "[/N][Nom]", "morphana": "elő[/Prev]=elő+terjeszt[/V]=terjeszt+és[_Ger/N]=és+[Nom]=", "readable": "elő[/Prev] + terjeszt[/V] + és[_Ger/N] + [Nom]", "twolevel": "e:e l:l ő:ő :[/Prev] t:t e:e r:r j:j e:e s:s z:z t:t :[/V] é:é s:s :[_Ger/N] :[Nom]"}, {"lemma": "előterjesztés", "tag": "[/N][Nom]", "morphana": "előterjesztés[/N]=előterjesztés+[Nom]=", "readable": "előterjesztés[/N] + [Nom]", "twolevel": "e:e l:l ő:ő t:t e:e r:r j:j e:e s:s z:z t:t é:é s:s :[/N] :[Nom]"}]	előterjesztés	[/N][Nom]
megvitatása	" "	.	[{"lemma": "megvitatás", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "meg[/Prev]=meg+vitat[/V]=vitat+ás[_Ger/N]=ás+a[Poss.3Sg]=a+[Nom]=", "readable": "meg[/Prev] + vitat[/V] + ás[_Ger/N] + a[Poss.3Sg] + [Nom]", "twolevel": "m:m e:e g:g :[/Prev] v:v i:i t:t a:a t:t :[/V] á:á s:s :[_Ger/N] a:a :[Poss.3Sg] :[Nom]"}]	megvitatás	[/N][Poss.3Sg][Nom]
pedig	" "	.	[{"lemma": "pedig", "tag": "[/Cnj]", "morphana": "pedig[/Cnj]=pedig", "readable": "pedig[/Cnj]", "twolevel": "p:p e:e d:d i:i g:g :[/Cnj]"}]	pedig	[/Cnj]
szerepel	" "	.	[{"lemma": "szerepel", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "szerepel[/V]=szerepel+[Prs.NDef.3Sg]=", "readable": "szerepel[/V] + [Prs.NDef.3Sg]", "twolevel": "s:s z:z e:e r:r e:e p:p e:e l:l :[/V] :[Prs.NDef.3Sg]"}]	szerepel	[/V][Prs.NDef.3Sg]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
Országgyűlés	" "	.	[{"lemma": "országgyűlés", "tag": "[/N][Nom]", "morphana": "ország[/N]=ország+gyűlik[/V]=gyűl+és[_Ger/N]=és+[Nom]=", "readable": "ország[/N] + gyűlik[/V]=gyűl + és[_Ger/N] + [Nom]", "twolevel": "o:o r:r s:s z:z á:á g:g :[/N] g:g y:y ű:ű l:l :i :k :[/V] é:é s:s :[_Ger/N] :[Nom]"}, {"lemma": "országgyűlés", "tag": "[/N][Nom]", "morphana": "ország[/N]=ország+gyűlés[/N]=gyűlés+[Nom]=", "readable": "ország[/N] + gyűlés[/N] + [Nom]", "twolevel": "o:o r:r s:s z:z á:á g:g :[/N] g:g y:y ű:ű l:l é:é s:s :[/N] :[Nom]"}, {"lemma": "országgyűlés", "tag": "[/N][Nom]", "morphana": "országgyűlés[/N]=országgyűlés+[Nom]=", "readable": "országgyűlés[/N] + [Nom]", "twolevel": "o:o r:r s:s z:z á:á g:g g:g y:y ű:ű l:l é:é s:s :[/N] :[Nom]"}]	országgyűlés	[/N][Nom]
első	" "	.	[{"lemma": "egy", "tag": "[/Num][_Ord/Adj][Nom]", "morphana": "egy[/Num]=első+[_Ord/Adj]=+[Nom]=", "readable": "egy[/Num]=első + [_Ord/Adj] + [Nom]", "twolevel": "e:e l:g s:y ő: :[/Num] :[_Ord/Adj] :[Nom]"}]	egy	[/Num][_Ord/Adj][Nom]
félévi	" "	.	[{"lemma": "félévi", "tag": "[/Adj][Nom]", "morphana": "fél[/Adj]=fél+évi[/Adj]=évi+[Nom]=", "readable": "fél[/Adj] + évi[/Adj] + [Nom]", "twolevel": "f:f é:é l:l :[/Adj] é:é v:v i:i :[/Adj] :[Nom]"}, {"lemma": "félévi", "tag": "[/Adj][Nom]", "morphana": "fél[/N]=fél+év[/N]=év+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "fél[/N] + év[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "f:f é:é l:l :[/N] é:é v:v :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "félévi", "tag": "[/Adj][Nom]", "morphana": "fél[/Num]=fél+év[/N]=év+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "fél[/Num] + év[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "f:f é:é l:l :[/Num] é:é v:v :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "félévi", "tag": "[/Adj][Nom]", "morphana": "félév[/N]=félév+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "félév[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "f:f é:é l:l é:é v:v :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "félévi", "tag": "[/Adj][Nom]", "morphana": "félévi[/Adj]=félévi+[Nom]=", "readable": "félévi[/Adj] + [Nom]", "twolevel": "f:f é:é l:l é:é v:v i:i :[/Adj] :[Nom]"}]	félévi	[/Adj][Nom]
jogalkotási	" "	.	[{"lemma": "jogalkotási", "tag": "[/Adj][Nom]", "morphana": "jog[/N]=jog+alkot[/V]=alkot+ás[_Ger/N]=ás+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "jog[/N] + alkot[/V] + ás[_Ger/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "j:j o:o g:g :[/N] a:a l:l k:k o:o t:t :[/V] á:á s:s :[_Ger/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "jogalkotási", "tag": "[/Adj][Nom]", "morphana": "jog[/N]=jog+alkotás[/N]=alkotás+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "jog[/N] + alkotás[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "j:j o:o g:g :[/N] a:a l:l k:k o:o t:t á:á s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "jogalkotási", "tag": "[/Adj][Nom]", "morphana": "jogalkotás[/N]=jogalkotás+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "jogalkotás[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "j:j o:o g:g a:a l:l k:k o:o t:t á:á s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}]	jogalkotási	[/Adj][Nom]
programjában	""	.	[{"lemma": "program", "tag": "[/N][Poss.3Sg][Ine]", "morphana": "program[/N]=program+ja[Poss.3Sg]=já+ban[Ine]=ban", "readable": "program[/N] + ja[Poss.3Sg]=já + ban[Ine]", "twolevel": "p:p r:r o:o g:g r:r a:a m:m :[/N] j:j á:a :[Poss.3Sg] b:b a:a n:n :[Ine]"}]	program	[/N][Poss.3Sg][Ine]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
s	" "	.	[{"lemma": "s", "tag": "[/Cnj]", "morphana": "s[/Cnj]=s", "readable": "s[/Cnj]", "twolevel": "s:s :[/Cnj]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Ltr]=s+[Nom]=", "readable": "s[/N|Ltr] + [Nom]", "twolevel": "s:s :[/N|Ltr] :[Nom]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Unit|Abbr]=s+[Nom]=", "readable": "s[/N|Unit|Abbr] + [Nom]", "twolevel": "s:s :[/N|Unit|Abbr] :[Nom]"}]	s	[/Cnj]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
képviselők	" "	.	[{"lemma": "képviselő", "tag": "[/Adj][Pl][Nom]", "morphana": "kép[/N]=kép+visel[/V]=visel+ő[_ImpfPtcp/Adj]=ő+k[Pl]=k+[Nom]=", "readable": "kép[/N] + visel[/V] + ő[_ImpfPtcp/Adj] + k[Pl] + [Nom]", "twolevel": "k:k é:é p:p :[/N] v:v i:i s:s e:e l:l :[/V] ő:ő :[_ImpfPtcp/Adj] k:k :[Pl] :[Nom]"}, {"lemma": "képviselő", "tag": "[/N][Pl][Nom]", "morphana": "kép[/N]=kép+viselő[/N]=viselő+k[Pl]=k+[Nom]=", "readable": "kép[/N] + viselő[/N] + k[Pl] + [Nom]", "twolevel": "k:k é:é p:p :[/N] v:v i:i s:s e:e l:l ő:ő :[/N] k:k :[Pl] :[Nom]"}, {"lemma": "képviselő", "tag": "[/Adj][Pl][Nom]", "morphana": "képvisel[/V]=képvisel+ő[_ImpfPtcp/Adj]=ő+k[Pl]=k+[Nom]=", "readable": "képvisel[/V] + ő[_ImpfPtcp/Adj] + k[Pl] + [Nom]", "twolevel": "k:k é:é p:p v:v i:i s:s e:e l:l :[/V] ő:ő :[_ImpfPtcp/Adj] k:k :[Pl] :[Nom]"}, {"lemma": "képviselő", "tag": "[/N][Pl][Nom]", "morphana": "képviselő[/N]=képviselő+k[Pl]=k+[Nom]=", "readable": "képviselő[/N] + k[Pl] + [Nom]", "twolevel": "k:k é:é p:p v:v i:i s:s e:e l:l ő:ő :[/N] k:k :[Pl] :[Nom]"}]	képviselő	[/N][Pl][Nom]
valószínűleg	" "	.	[{"lemma": "valószínűleg", "tag": "[/Adv]", "morphana": "valószínűleg[/Adv]=valószínűleg", "readable": "valószínűleg[/Adv]", "twolevel": "v:v a:a l:l ó:ó s:s z:z í:í n:n ű:ű l:l e:e g:g :[/Adv]"}]	valószínűleg	[/Adv]
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]
ebben	" "	.	[{"lemma": "eb", "tag": "[/N][Ine]", "morphana": "eb[/N]=eb+ben[Ine]=ben", "readable": "eb[/N] + ben[Ine]", "twolevel": "e:e b:b :[/N] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/Det|Pro][Ine]", "morphana": "ez[/Det|Pro]=eb+ben[Ine]=ben", "readable": "ez[/Det|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/Det|Pro] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/N|Pro][Ine]", "morphana": "ez[/N|Pro]=eb+ben[Ine]=ben", "readable": "ez[/N|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/N|Pro] b:b e:e n:n :[Ine]"}]	ez	[/Det|Pro][Ine]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
időszakban	" "	.	[{"lemma": "időszak", "tag": "[/N][Ine]", "morphana": "idő[/N]=idő+szak[/N]=szak+ban[Ine]=ban", "readable": "idő[/N] + szak[/N] + ban[Ine]", "twolevel": "i:i d:d ő:ő :[/N] s:s z:z a:a k:k :[/N] b:b a:a n:n :[Ine]"}, {"lemma": "időszak", "tag": "[/N][Ine]", "morphana": "időszak[/N]=időszak+ban[Ine]=ban", "readable": "időszak[/N] + ban[Ine]", "twolevel": "i:i d:d ő:ő s:s z:z a:a k:k :[/N] b:b a:a n:n :[Ine]"}]	időszak	[/N][Ine]
el	" "	p1	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]	el	[/Prev]
is	" "	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]
fogadják	" "	v1	[{"lemma": "fogad", "tag": "[/V][Prs.Def.3Pl]", "morphana": "fogad[/V]=fogad+ják[Prs.Def.3Pl]=ják", "readable": "fogad[/V] + ják[Prs.Def.3Pl]", "twolevel": "f:f o:o g:g a:a d:d :[/V] j:j á:á k:k :[Prs.Def.3Pl]"}, {"lemma": "fogad", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "fogad[/V]=fogad+ják[Sbjv.Def.3Pl]=ják", "readable": "fogad[/V] + ják[Sbjv.Def.3Pl]", "twolevel": "f:f o:o g:g a:a d:d :[/V] j:j á:á k:k :[Sbjv.Def.3Pl]"}]	fogad	[/V][Prs.Def.3Pl]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
javaslatot	""	.	[{"lemma": "javaslat", "tag": "[/N][Acc]", "morphana": "javaslat[/N]=javaslat+ot[Acc]=ot", "readable": "javaslat[/N] + ot[Acc]", "twolevel": "j:j a:a v:v a:a s:s l:l a:a t:t :[/N] o:o t:t :[Acc]"}]	javaslat	[/N][Acc]
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

